method,model_size,parameters,seed,prune_amount,max_,original_max,original_max_time_elapsed,solve_time,sol_count,time_limit,first_solution,slurm_array_id
no_warm_start_dense_passing,"[10000, 200, 200, 1]",2040601,54,0.0,-0.0568508580327034,-0.0568508431315422,17.190375328063965,601.4994859695435,3,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 200, 200, 1]",1428541,54,0.3,-0.0568501800084457,-0.0611910559237003,10.830381393432615,601.3247272968292,3,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 200, 200, 1]",1020501,54,0.5,-0.0568508580327034,-0.0698509812355041,10.595701456069946,602.7489252090454,7,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 200, 200, 1]",408441,54,0.8,-0.0568508580327034,-0.0735765099525451,5.096138954162598,602.3894598484039,29,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 200, 200, 1]",204421,54,0.9,-0.042427667495043,-0.0187318921089172,3.2173702716827397,601.400500535965,15,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 200, 200, 1]",102411,54,0.95,0.6075545314826757,0.4172864854335785,423.6318597793579,601.0026154518127,153,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 200, 200, 1]",10602,54,0.995,-0.0424759318408645,-0.0453487262129783,0.9388408660888672,0.9572772979736328,1,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 200, 200, 1]",2441,54,0.999,-0.0570671253853291,-0.0453487262129783,0.7242045402526855,0.7354583740234375,1,600,2.5469956398010254,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",505201,50,0.0,0.1442226748345685,0.1442226767539978,43.25131845474243,600.7779054641724,62,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",353686,50,0.3,0.1470802119671759,0.1461353302001953,161.72296524047852,600.7230291366577,55,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",252676,50,0.5,0.1533811954710688,0.1439098119735717,28.787450075149536,602.3711357116699,65,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",101161,50,0.8,0.7805233097257389,0.7343052625656128,439.7612156867981,600.4318974018097,503,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",50656,50,0.9,0.6674051393256404,0.6080265045166016,359.4404697418213,600.6264448165894,1027,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",25403,50,0.95,0.4450068103990348,0.4435567259788513,557.2020409107208,601.0313591957092,1658,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",2676,50,0.995,0.1475927288959223,0.1413774937391281,0.524224042892456,0.5374653339385986,1,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",656,50,0.999,0.1423542969270211,0.1413774937391281,0.3242721557617187,0.3330175876617431,1,600,1.0881953239440918,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",505201,51,0.0,-0.136472761452788,-0.1364727616310119,53.42184591293335,603.0918900966644,30,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",353686,51,0.3,-0.1441613178526896,-0.145210400223732,34.247637033462524,600.7237763404846,91,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",252676,51,0.5,0.4764308874423459,0.4653089642524719,584.6665980815887,600.8790667057037,286,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",101161,51,0.8,0.377528292700199,0.3479054570198059,436.10143852233887,600.5314016342163,987,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",50656,51,0.9,0.2009241061467844,0.1539539396762848,328.1601872444153,600.4080567359924,1841,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",25403,51,0.95,0.0961124831970268,0.0539650171995162,122.70324683189392,601.203161239624,3594,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",2676,51,0.995,-0.1575638204051659,-0.1477046608924865,0.3478438854217529,0.357764720916748,1,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",656,51,0.999,-0.122696197253957,-0.1477046608924865,0.2304201126098632,0.2366895675659179,1,600,0.3196592628955841,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",505201,52,0.0,0.1331176339365719,0.1331176310777664,34.89180541038513,600.8582129478455,53,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",353686,52,0.3,0.3348325890199218,0.3333503603935241,525.1241359710693,601.5172822475433,172,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",252676,52,0.5,0.8829253446733777,0.8717125058174133,600.7600193023682,600.9147126674652,141,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",101161,52,0.8,0.5932699975493296,0.5737609267234802,495.3293144702912,600.4721693992615,848,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",50656,52,0.9,0.4510580032724917,0.4382975995540619,407.591680765152,600.2686853408813,1386,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",25403,52,0.95,0.3336883604069428,0.3155681490898132,491.4344429969788,601.0114035606384,1825,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",2676,52,0.995,0.1215628080951707,0.1252031028270721,0.3262760639190674,0.3347730636596679,1,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",656,52,0.999,0.100880394128213,0.1252031028270721,0.3781938552856445,0.3866462707519531,1,600,0.7905662059783936,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",505201,53,0.0,0.1701825508605352,0.1701825559139251,46.78813576698303,601.8083019256592,52,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",353686,53,0.3,0.152318041079451,0.1478164345026016,37.779325008392334,601.8787281513214,68,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",252676,53,0.5,0.3556179780870513,0.3771564960479736,499.7539603710175,601.498664855957,213,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",101161,53,0.8,0.857713221621504,0.864180326461792,488.8523380756378,600.6027524471283,727,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",50656,53,0.9,0.697210916642357,0.7072861790657043,596.8989090919495,600.772246837616,403,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",25403,53,0.95,0.4975713291135162,0.4983550310134887,581.724748134613,600.5273342132568,1155,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",2676,53,0.995,0.1536668146357426,0.1471074372529983,0.5312643051147461,0.5604658126831055,1,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",656,53,0.999,0.1159919418343816,0.1471074372529983,0.3240227699279785,0.3325660228729248,1,600,1.1104753017425537,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",505201,54,0.0,0.0056237500518125,0.0056237475946545,56.27867293357849,602.5434522628784,37,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",353686,54,0.3,-0.016468232286546,-0.0159422233700752,579.220960855484,601.0708665847778,51,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",252676,54,0.5,-0.0199241131597961,-0.0278936028480529,4.212347030639648,600.7615344524384,135,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",101161,54,0.8,0.4162937229679894,0.378918319940567,475.53861951828,601.175057888031,487,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",50656,54,0.9,0.3129234124048005,0.2405111640691757,268.54829597473145,601.482666015625,1800,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",25403,54,0.95,0.2053703309330743,0.1682929694652557,327.0549337863922,602.424807548523,1388,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",2676,54,0.995,-0.0282331781974211,-0.0270089767873287,0.3295376300811767,0.3412148952484131,1,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 1]",656,54,0.999,-0.054065537746156,-0.0270089767873287,0.2225668430328369,0.2290585041046142,1,600,0.1095743030309677,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1020401,50,0.0,0.0333644620327247,0.0333644449710845,260.8853988647461,600.7852008342743,9,600,0.5928339958190918,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",714371,50,0.3,0.0300728616772551,0.0295513421297073,21.165213108062744,600.8606517314911,14,600,0.8198442459106445,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",510351,50,0.5,0.0371658288595047,0.0398864410817623,9.4388108253479,601.2827229499817,61,600,0.5928339958190918,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",204321,50,0.8,0.0350869021719887,0.0354776494204998,54.41770267486572,600.9414174556732,204,600,0.8198442459106445,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",102311,50,0.9,0.0329747372468692,0.0369566641747951,111.02539896965028,600.7598204612732,36,600,0.8198442459106445,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",51306,50,0.95,0.0965703575331934,0.0771780535578727,539.5919532775879,601.4691526889801,109,600,0.8198442459106445,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",5401,50,0.995,0.0402429339589438,0.0319985449314117,0.4432935714721679,0.4512817859649658,1,600,0.8198442459106445,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1321,50,0.999,0.0464733696355806,0.0319985449314117,0.910924196243286,0.9297876358032228,1,600,0.5928339958190918,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1020401,51,0.0,-0.0617199681141655,-0.0617199651896953,288.2831656932831,603.0244233608246,2,600,0.7914195656776428,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",714371,51,0.3,-0.0613676138107773,-0.0608697161078453,115.41292905807497,601.461944103241,2,600,0.8064201474189758,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",510351,51,0.5,-inf,-inf,,600.8180952072144,0,600,0.7914195656776428,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",204321,51,0.8,-0.0582023160163419,-0.0603553503751754,548.3186550140381,601.3604366779327,67,600,0.7914195656776428,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",102311,51,0.9,-0.0608697780230089,-0.0567716136574745,206.1015441417694,600.7571430206299,55,600,0.7914195656776428,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",51306,51,0.95,-0.0609714462393787,-0.0429257825016975,211.4312665462494,601.0122706890106,19,600,0.7914195656776428,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",5401,51,0.995,-0.0700577964442996,-0.0630908012390136,0.46077561378479,0.4675989151000976,1,600,0.7914195656776428,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1321,51,0.999,-0.0851715207099914,-0.0630908012390136,0.9050967693328856,0.9163894653320312,1,600,0.7914195656776428,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1020401,52,0.0,0.0288706700688872,0.0288706701248884,242.2130789756775,600.9029097557068,10,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",714371,52,0.3,0.0344977421801318,0.0355720967054367,19.65247893333435,602.0167381763458,16,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",510351,52,0.5,0.0247988814077279,0.0288997702300548,115.70808506011964,602.3595285415649,7,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",204321,52,0.8,0.0276677405125999,0.0292520504444837,471.1664891242981,600.8953454494476,97,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",102311,52,0.9,0.0292653780345482,0.0366381928324699,112.81380867958067,600.8390545845032,101,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",51306,52,0.95,0.1329842415693415,0.0666438788175582,587.3685228824615,601.2569072246552,79,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",5401,52,0.995,0.0333197337275202,0.0256669167429208,0.5594136714935303,0.567223310470581,1,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1321,52,0.999,0.016835301123276,0.0256669167429208,0.6532325744628906,0.6720647811889648,1,600,0.986213207244873,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1020401,53,0.0,-0.1116790512083477,-0.1116790547966957,224.3947296142578,601.2036275863647,3,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",714371,53,0.3,-0.1113250191969257,-0.1109648644924163,353.8173034191132,602.3457825183868,9,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",510351,53,0.5,-0.1161732889068565,-0.1135293543338775,11.469346761703491,600.7480278015137,58,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",204321,53,0.8,-0.1098154151679141,-0.1138587892055511,54.51460242271423,600.6877093315125,96,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",102311,53,0.9,-0.1133310237742652,-0.1080876216292381,37.62204670906067,600.6607038974762,27,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",51306,53,0.95,-0.1133162429019324,-0.1039264723658561,141.4185435771942,600.9120786190033,25,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",5401,53,0.995,-0.0988131968799134,-0.1110336706042289,0.5567338466644287,0.5658464431762695,1,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1321,53,0.999,-0.0945326751428602,-0.1110336706042289,0.4511599540710449,0.4578421115875244,1,600,0.9966252446174622,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1020401,54,0.0,-0.0842947427501959,-0.0842947363853454,356.05779004096985,600.8381555080414,9,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",714371,54,0.3,-0.0827017725222401,-0.083785779774189,18.033029079437256,601.0461659431458,42,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",510351,54,0.5,-0.0793151911614702,-0.0798895880579948,112.30537152290344,601.0128517150879,24,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",204321,54,0.8,-0.0269527502346826,-0.0825077295303344,150.54218125343323,600.9199380874634,109,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",102311,54,0.9,-0.0747935421223349,-0.0743232667446136,313.1043257713318,600.8153402805328,129,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",51306,54,0.95,-0.0836030478402577,-0.0779826790094375,159.54703569412231,601.1421930789948,16,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",5401,54,0.995,-0.0323480984568693,-0.0843866914510726,0.5560305118560791,0.5643675327301025,1,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 100, 100, 100, 1]",1321,54,0.999,-0.0388585157838456,-0.0843866914510726,0.6404292583465576,0.6492645740509033,1,600,0.6386336088180542,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2080801,50,0.0,-0.0447564767672837,-0.0447564758360385,22.516668558120728,601.2428543567657,1,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1456741,50,0.3,-0.0449302711078781,-0.0458689630031585,10.760695219039915,601.4823954105377,1,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1040701,50,0.5,-0.045131540422077,-0.0450087077915668,8.971544027328491,601.3276982307434,3,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",416641,50,0.8,-0.0452772944500425,-0.0547700971364975,318.9843566417694,601.9152743816376,2,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",208621,50,0.9,-0.0513451827479894,-0.0513691082596778,224.35253238677976,602.5622704029083,2,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",104611,50,0.95,-0.0007483618711307,-0.0308136530220508,590.3227388858795,601.5022397041321,36,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",11002,50,0.995,-0.056733816006193,-0.0518267564475536,1.2349278926849363,1.244866132736206,1,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2681,50,0.999,-0.0659322775866676,-0.0518267564475536,1.9100160598754885,1.9240376949310305,1,600,0.7580442428588867,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2080801,51,0.0,-inf,-inf,,602.7870674133301,0,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1456741,51,0.3,-inf,-inf,,602.9637503623962,0,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1040701,51,0.5,-0.0054412880186746,-0.0053993221372365,188.50767993927,601.5523643493652,2,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",416641,51,0.8,-0.0045605616225559,-0.0040400084108114,230.94600749015808,601.8312296867371,1,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",208621,51,0.9,0.0052533815483325,-0.0061251074075698,125.1789698600769,601.4810004234314,9,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",104611,51,0.95,-0.0033939519398259,-0.0025945324450731,76.66030049324036,601.0520753860474,18,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",11002,51,0.995,-0.005276473151064,-0.0039405487477779,1.2801837921142578,1.290701150894165,1,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2681,51,0.999,0.0188742701559767,-0.0039405487477779,0.9866206645965576,1.0032756328582764,1,600,0.8802343606948853,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2080801,52,0.0,-inf,-inf,,602.0827946662903,0,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1456741,52,0.3,0.051299874664569,0.0512131750583648,202.0650999546051,601.5606999397278,2,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1040701,52,0.5,0.0540986872191307,0.0542858727276325,172.98170256614685,601.4736883640289,2,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",416641,52,0.8,0.0522819095398451,0.0550791472196579,321.2080578804016,601.5772702693939,2,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",208621,52,0.9,0.0513550122590462,0.0543874055147171,444.5980441570282,601.2828207015991,7,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",104611,52,0.95,0.0581383520346301,0.0619164519011974,377.3502807617188,601.517073392868,10,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",11002,52,0.995,0.040774853277984,0.0497487038373947,1.239555597305298,1.2488267421722412,1,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2681,52,0.999,0.0285960398614406,0.0497487038373947,1.734586477279663,1.746929168701172,1,600,0.8717747926712036,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2080801,53,0.0,0.0423946277783263,0.0423946268856525,384.1613488197327,601.3985407352448,2,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1456741,53,0.3,0.043995663451556,0.0437430255115032,338.5246772766113,601.8804752826691,2,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1040701,53,0.5,0.0365683678741916,0.0383571572601795,7.3044822216033936,601.6721920967102,2,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",416641,53,0.8,0.0421557467407559,0.0460283607244491,488.6231300830841,601.4861946105957,3,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",208621,53,0.9,0.0605818382071115,0.0804300680756568,486.5085368156433,601.0379064083099,31,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",104611,53,0.95,0.0436639862707521,0.0504057183861732,2.675091505050659,601.8091530799866,6,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",11002,53,0.995,0.0036431676261243,0.0439831651747226,1.9631116390228271,1.9758734703063965,1,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2681,53,0.999,-0.006152204178185,0.0439831651747226,1.212268590927124,1.222611665725708,1,600,1.376431226730347,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2080801,54,0.0,0.0472102922340943,0.047210294753313,27.84636640548706,602.3845295906067,1,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1456741,54,0.3,0.0471372288566796,0.0463866144418716,11.21730637550354,604.4778678417206,2,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",1040701,54,0.5,0.0471628715717663,0.0447417572140693,8.554871320724487,602.0276436805725,3,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",416641,54,0.8,0.0472430422955101,0.0482111908495426,4.415717840194702,601.3955979347229,2,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",208621,54,0.9,0.0472430422927725,0.0368067994713783,182.07174444198608,602.5269606113434,2,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",104611,54,0.95,0.0389712729221662,0.0358247458934783,7.935213327407837,601.2888443470001,12,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",11002,54,0.995,0.0512653143107252,0.0414044708013534,0.8771891593933105,0.8845868110656738,1,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 200, 200, 200, 1]",2681,54,0.999,0.0476495270498997,0.0414044708013534,0.8244588375091553,0.832810640335083,1,600,0.3892531096935272,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",507751,50,0.0,0.0966629929674598,0.0966629981994628,67.49961423873901,601.5488128662109,99,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",355486,50,0.3,0.0977181113194757,0.0967113971710205,49.40593647956848,600.8611497879028,49,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",253976,50,0.5,0.1044119392564221,0.1026848927140235,62.37642860412598,602.1149966716766,155,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",101711,50,0.8,0.2473017393554807,0.2412813156843185,580.2521483898163,600.5604176521301,298,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",50956,50,0.9,0.2659836686801333,0.2627080082893371,346.9005672931671,600.4910814762115,520,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",25579,50,0.95,0.1945864519667859,0.2041604816913604,199.9719009399414,600.4450333118439,317,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",2739,50,0.995,0.0797813745071979,0.094326913356781,0.3976664543151855,0.414485216140747,1,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",709,50,0.999,0.0725290493330669,0.094326913356781,0.4562520980834961,0.466090440750122,1,600,0.3001970648765564,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",507751,51,0.0,0.0580939703016327,0.0580939576029777,91.13922357559204,601.3489420413971,23,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",355486,51,0.3,0.0568274507898105,0.0553533099591732,41.759055852890015,602.0937428474426,70,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",253976,51,0.5,0.0559581678755532,0.0550590977072715,13.167595386505129,600.9285228252411,67,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",101711,51,0.8,0.0538045618573765,0.056388720870018,446.3137493133545,601.6632699966431,237,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",50956,51,0.9,0.1722045468516031,0.1550700515508651,585.577449798584,600.5546617507935,78,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",25579,51,0.95,0.1373470487634513,0.1200919225811958,583.1144227981567,601.1508767604828,851,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",2739,51,0.995,0.0483471937049114,0.0553709790110588,0.4143316745758056,0.4286873340606689,1,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",709,51,0.999,0.0639096500519821,0.0553709790110588,0.6030478477478027,0.6174757480621338,1,600,0.4654493033885956,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",507751,52,0.0,0.1436460511692588,0.1436460614204406,67.01858258247375,601.8405675888062,93,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",355486,52,0.3,0.1417678228493617,0.1391461491584777,55.82565116882324,601.0013394355774,41,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",253976,52,0.5,0.1428485457896654,0.1395114511251449,42.65671825408936,601.7123730182648,111,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",101711,52,0.8,0.1397366528935802,0.1415422260761261,451.8028144836426,600.7030544281006,164,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",50956,52,0.9,0.1430754273034191,0.1451780945062637,551.6087543964386,600.668487071991,103,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",25579,52,0.95,0.1389167941577187,0.1448126286268234,86.09791946411133,600.417712688446,1558,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",2739,52,0.995,0.1331883158952657,0.1375650912523269,0.6728487014770508,0.687169075012207,1,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",709,52,0.999,0.1130527828497367,0.1375650912523269,0.4464735984802246,0.464137315750122,1,600,0.2895240187644958,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",507751,53,0.0,-0.0575424188575824,-0.0575424209237098,64.61618876457214,601.5083479881287,7,600,-0.1592689007520675,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",355486,53,0.3,-0.0562501180116105,-0.0565556585788726,5.745830059051514,601.1419997215271,126,600,-0.1592689007520675,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",253976,53,0.5,-0.0592510184625917,-0.0596854463219642,39.78580713272095,600.6554751396179,157,600,-0.1592689007520675,
no_warm_start_dense_passing,"[10000, 50, 50, 50, 50, 1]",101711,53,0.8,0.0580346178758724,0.0345480442047119,596.9634239673615,600.6934599876404,200,600,-0.1592689007520675,
