Model Name,Data Seed,Training Seed,Input Size,Number of Layers,Layers Size,CallBack Type,Prune Time,Total Params,Params Details,Accuracy,MostNegative,TimeFirstNegative
structured_finetune_0.8,0,2,18,2,32,NonCallBack,186.89292860031128,2630,"[2268, 224, 64]",0.2931,1.2259114980697632,
structured_finetune_0.9,0,2,18,2,32,NonCallBack,184.18032932281494,1174,"[972, 96, 32]",0.1969,1.7437331676483154,
structured_finetune_0.95,0,2,18,2,32,NonCallBack,183.8866114616394,818,"[648, 64, 32]",0.1945,-3.7512831687927246,0.006044864654541016
structured_nonfinetune_0.3,0,2,18,2,32,NonCallBack,1.7832295894622803,8130,"[7128, 704, 224]",0.5641,-16.247840881347656,0.6977958679199219
structured_nonfinetune_0.5,0,2,18,2,32,NonCallBack,1.8424944877624512,5930,"[5184, 512, 160]",0.3962,-14.790950775146484,3.042917013168335
structured_nonfinetune_0.8,0,2,18,2,32,NonCallBack,1.8063018321990967,2630,"[2268, 224, 64]",0.0926,-3.4147844314575195,0.04009604454040527
structured_nonfinetune_0.9,0,2,18,2,32,NonCallBack,1.8754606246948242,1174,"[972, 96, 32]",0.0896,-15.093572616577148,0.009006977081298828
structured_nonfinetune_0.95,0,2,18,2,32,NonCallBack,1.8794140815734863,818,"[648, 64, 32]",0.0893,-3.6365294456481934,0.0192108154296875
random_unstructured_finetune_0.3,0,2,18,2,32,NonCallBack,184.38875818252563,8270,"[7257, 716, 223]",0.9439,-15.095054626464844,0.32240891456604004
random_unstructured_finetune_0.5,0,2,18,2,32,NonCallBack,185.3454806804657,5931,"[5184, 512, 161]",0.9251,-13.455116271972656,0.40383100509643555
random_unstructured_finetune_0.8,0,2,18,2,32,NonCallBack,184.79590702056885,2417,"[2074, 205, 64]",0.7845,4.039272785186768,
random_unstructured_finetune_0.9,0,2,18,2,32,NonCallBack,183.84604597091675,1245,"[1037, 102, 32]",0.3587,0.6881389617919922,0.03682589530944824
random_unstructured_finetune_0.95,0,2,18,2,32,NonCallBack,184.28416800498962,660,"[519, 51, 16]",0.1679,-2.8752260208129883,0.024557828903198242
random_unstructured_nonfinetune_0.3,0,2,18,2,32,NonCallBack,2.015725612640381,8270,"[7257, 716, 223]",0.6855,-17.667484283447266,0.4445171356201172
random_unstructured_nonfinetune_0.5,0,2,18,2,32,NonCallBack,2.095698356628418,5931,"[5184, 512, 161]",0.2479,-14.118212699890137,0.45740818977355957
random_unstructured_nonfinetune_0.8,0,2,18,2,32,NonCallBack,2.057621479034424,2417,"[2074, 205, 64]",0.0972,-0.16895008087158203,0.07091617584228516
random_unstructured_nonfinetune_0.9,0,2,18,2,32,NonCallBack,2.023683786392212,1245,"[1037, 102, 32]",0.0892,3.3709452152252197,
random_unstructured_nonfinetune_0.95,0,2,18,2,32,NonCallBack,2.018002510070801,660,"[519, 51, 16]",0.0892,7.748002052307129,
random_structured_finetune_0.3,0,2,18,2,32,NonCallBack,182.72520804405212,8130,"[7128, 704, 224]",0.7464,0.3155931234359741,0.024653911590576172
random_structured_finetune_0.5,0,2,18,2,32,NonCallBack,198.21399545669556,5930,"[5184, 512, 160]",0.5772,-4.896611213684082,0.015256166458129883
random_structured_finetune_0.8,0,2,18,2,32,NonCallBack,184.99675965309143,2630,"[2268, 224, 64]",0.2855,-2.037679672241211,0.10872793197631836
random_structured_finetune_0.9,0,2,18,2,32,NonCallBack,182.917560338974,1174,"[972, 96, 32]",0.169,-3.0685691833496094,0.005109071731567383
random_structured_finetune_0.95,0,2,18,2,32,NonCallBack,200.25282168388367,818,"[648, 64, 32]",0.2047,-2.2477123737335205,0.004840850830078125
random_structured_nonfinetune_0.3,0,2,18,2,32,NonCallBack,2.0159802436828613,8130,"[7128, 704, 224]",0.336,-17.46403694152832,0.18746495246887207
random_structured_nonfinetune_0.5,0,2,18,2,32,NonCallBack,1.8927271366119385,5930,"[5184, 512, 160]",0.2925,-17.327255249023438,0.22980999946594238
random_structured_nonfinetune_0.8,0,2,18,2,32,NonCallBack,2.0177011489868164,2630,"[2268, 224, 64]",0.1989,-9.866081237792969,0.04549908638000488
random_structured_nonfinetune_0.9,0,2,18,2,32,NonCallBack,1.952751636505127,1174,"[972, 96, 32]",0.0892,0.24100923538208008,0.005568981170654297
random_structured_nonfinetune_0.95,0,2,18,2,32,NonCallBack,1.9558792114257812,818,"[648, 64, 32]",0.0892,-0.023647427558898926,0.004841804504394531
dense,0,2,18,2,64,NonCallBack,0,25610,"[20736, 4096, 640]",0.9631,-19.73768424987793,3.912316083908081
unstructured_finetune_0.3,0,2,18,2,64,NonCallBack,186.57099676132202,17968,"[14515, 2867, 448]",0.9699,-19.71744155883789,0.3236410617828369
unstructured_finetune_0.5,0,2,18,2,64,NonCallBack,184.3868486881256,12873,"[10368, 2048, 319]",0.9697,-19.297269821166992,2.023798942565918
unstructured_finetune_0.8,0,2,18,2,64,NonCallBack,182.99839305877686,5233,"[4147, 820, 128]",0.9628,-16.93621063232422,0.6877479553222656
unstructured_finetune_0.9,0,2,18,2,64,NonCallBack,183.21165585517883,2685,"[2074, 409, 64]",0.9483,-16.988384246826172,0.268420934677124
unstructured_finetune_0.95,0,2,18,2,64,NonCallBack,180.0191707611084,1411,"[1036, 205, 32]",0.9313,-7.44980525970459,0.07246589660644531
unstructured_nonfinetune_0.3,0,2,18,2,64,NonCallBack,1.899507999420166,17968,"[14515, 2867, 448]",0.9623,-19.69328498840332,1.5218079090118408
unstructured_nonfinetune_0.5,0,2,18,2,64,NonCallBack,1.9078094959259033,12873,"[10368, 2048, 319]",0.9607,-19.32076644897461,2.226712942123413
unstructured_nonfinetune_0.8,0,2,18,2,64,NonCallBack,1.857435703277588,5233,"[4147, 820, 128]",0.7705,-15.562856674194336,0.7572300434112549
unstructured_nonfinetune_0.9,0,2,18,2,64,NonCallBack,1.9005963802337646,2685,"[2074, 409, 64]",0.5301,2.220308780670166,
unstructured_nonfinetune_0.95,0,2,18,2,64,NonCallBack,1.8773384094238281,1411,"[1036, 205, 32]",0.2198,8.171958923339844,
structured_finetune_0.3,0,2,18,2,64,NonCallBack,183.78402829170227,18046,"[14580, 2880, 448]",0.7715,-13.254826545715332,0.8283848762512207
structured_finetune_0.5,0,2,18,2,64,NonCallBack,185.91445565223694,12874,"[10368, 2048, 320]",0.5835,-0.2902662754058838,0.030327796936035156
structured_finetune_0.8,0,2,18,2,64,NonCallBack,185.20064091682434,4922,"[3888, 768, 128]",0.2965,0.46144819259643555,0.011581897735595703
structured_finetune_0.9,0,2,18,2,64,NonCallBack,180.63317251205444,2530,"[1944, 384, 64]",0.1955,-0.12433958053588867,0.008173942565917969
structured_finetune_0.95,0,2,18,2,64,NonCallBack,184.02030992507935,1366,"[972, 192, 64]",0.1942,-0.7506542205810547,0.006958961486816406
structured_nonfinetune_0.3,0,2,18,2,64,NonCallBack,1.8251488208770752,18046,"[14580, 2880, 448]",0.6095,-19.619234085083008,1.9188389778137207
structured_nonfinetune_0.5,0,2,18,2,64,NonCallBack,1.891345739364624,12874,"[10368, 2048, 320]",0.3894,-17.529170989990234,0.7258918285369873
structured_nonfinetune_0.8,0,2,18,2,64,NonCallBack,1.869844913482666,4922,"[3888, 768, 128]",0.119,-3.7135066986083984,0.06170916557312012
structured_nonfinetune_0.9,0,2,18,2,64,NonCallBack,1.875474214553833,2530,"[1944, 384, 64]",0.1738,0.14090728759765625,0.008612871170043945
structured_nonfinetune_0.95,0,2,18,2,64,NonCallBack,1.847698450088501,1366,"[972, 192, 64]",0.1672,0.34705352783203125,0.0065059661865234375
random_unstructured_finetune_0.3,0,2,18,2,64,NonCallBack,185.25005650520325,17968,"[14515, 2867, 448]",0.9584,-12.652332305908203,0.6849181652069092
random_unstructured_finetune_0.5,0,2,18,2,64,NonCallBack,184.70328187942505,12873,"[10368, 2048, 319]",0.9433,-20.16815185546875,0.6965470314025879
random_unstructured_finetune_0.8,0,2,18,2,64,NonCallBack,187.25244975090027,5233,"[4147, 820, 128]",0.865,-5.738583564758301,0.2378849983215332
random_unstructured_finetune_0.9,0,2,18,2,64,NonCallBack,200.968740940094,2685,"[2074, 409, 64]",0.5525,-2.313537836074829,0.09169316291809082
random_unstructured_finetune_0.95,0,2,18,2,64,NonCallBack,184.75517892837524,1411,"[1036, 205, 32]",0.1353,-0.3651909828186035,0.023305177688598633
random_unstructured_nonfinetune_0.3,0,2,18,2,64,NonCallBack,2.010495662689209,17968,"[14515, 2867, 448]",0.6863,-8.696958541870117,0.2536320686340332
random_unstructured_nonfinetune_0.5,0,2,18,2,64,NonCallBack,2.0513267517089844,12873,"[10368, 2048, 319]",0.3254,-12.157442092895508,1.1403439044952393
random_unstructured_nonfinetune_0.8,0,2,18,2,64,NonCallBack,2.0218653678894043,5233,"[4147, 820, 128]",0.2196,-9.557168960571289,0.23274993896484375
random_unstructured_nonfinetune_0.9,0,2,18,2,64,NonCallBack,1.9082322120666504,2685,"[2074, 409, 64]",0.1029,-5.029876708984375,0.1827709674835205
random_unstructured_nonfinetune_0.95,0,2,18,2,64,NonCallBack,2.0305545330047607,1411,"[1036, 205, 32]",0.1152,-5.745722770690918,0.06088089942932129
random_structured_finetune_0.3,0,2,18,2,64,NonCallBack,186.2260181903839,18046,"[14580, 2880, 448]",0.7669,-13.365523338317871,0.6126759052276611
random_structured_finetune_0.5,0,2,18,2,64,NonCallBack,186.0354826450348,12874,"[10368, 2048, 320]",0.5843,-0.07723557949066162,0.028084993362426758
random_structured_finetune_0.8,0,2,18,2,64,NonCallBack,186.6298496723175,4922,"[3888, 768, 128]",0.2994,2.350644111633301,
random_structured_finetune_0.9,0,2,18,2,64,NonCallBack,185.14358234405518,2530,"[1944, 384, 64]",0.2044,-2.2637181282043457,0.0072138309478759766
random_structured_finetune_0.95,0,2,18,2,64,NonCallBack,199.05011343955994,1366,"[972, 192, 64]",0.1803,1.5358476638793945,
random_structured_nonfinetune_0.3,0,2,18,2,64,NonCallBack,2.0300586223602295,18046,"[14580, 2880, 448]",0.6897,-24.893402099609375,0.8691298961639404
random_structured_nonfinetune_0.5,0,2,18,2,64,NonCallBack,1.9651050567626953,12874,"[10368, 2048, 320]",0.3596,-7.496770858764648,0.6035540103912354
random_structured_nonfinetune_0.8,0,2,18,2,64,NonCallBack,2.0091326236724854,4922,"[3888, 768, 128]",0.1308,-3.4834399223327637,0.027976036071777344
random_structured_nonfinetune_0.9,0,2,18,2,64,NonCallBack,1.9081130027770996,2530,"[1944, 384, 64]",0.0958,-0.17102110385894775,0.006685972213745117
random_structured_nonfinetune_0.95,0,2,18,2,64,NonCallBack,2.051222085952759,1366,"[972, 192, 64]",0.0958,2.550854206085205,
dense,0,2,18,4,32,NonCallBack,0,13898,"[10368, 1024, 1024, 1024, 320]",0.9533,-19.454763412475586,3.8826658725738525
unstructured_finetune_0.3,0,2,18,4,32,NonCallBack,208.22523164749146,9766,"[7257, 716, 716, 716, 223]",0.9631,-19.410316467285156,2.9349939823150635
unstructured_finetune_0.5,0,2,18,4,32,NonCallBack,209.63114619255066,7019,"[5184, 512, 512, 512, 161]",0.962,-19.197011947631836,1.164458990097046
unstructured_finetune_0.8,0,2,18,4,32,NonCallBack,209.63908314704895,2891,"[2074, 205, 205, 205, 64]",0.9522,-17.182231903076172,0.9885962009429932
unstructured_finetune_0.9,0,2,18,4,32,NonCallBack,206.13778519630432,1513,"[1037, 102, 102, 102, 32]",0.9287,-16.615371704101562,0.2856419086456299
unstructured_finetune_0.95,0,2,18,4,32,NonCallBack,201.92075538635254,826,"[519, 51, 51, 51, 16]",0.8461,-8.050033569335938,0.14388298988342285
unstructured_nonfinetune_0.3,0,2,18,4,32,NonCallBack,1.8667423725128174,9766,"[7257, 716, 716, 716, 223]",0.9509,-19.278362274169922,45.22685098648071
unstructured_nonfinetune_0.5,0,2,18,4,32,NonCallBack,1.968329906463623,7019,"[5184, 512, 512, 512, 161]",0.9293,-18.472442626953125,31.263829946517944
unstructured_nonfinetune_0.8,0,2,18,4,32,NonCallBack,1.8890511989593506,2891,"[2074, 205, 205, 205, 64]",0.3568,-12.694236755371094,0.9975628852844238
unstructured_nonfinetune_0.9,0,2,18,4,32,NonCallBack,1.8808398246765137,1513,"[1037, 102, 102, 102, 32]",0.085,-2.459374189376831,0.8495149612426758
unstructured_nonfinetune_0.95,0,2,18,4,32,NonCallBack,1.8536994457244873,826,"[519, 51, 51, 51, 16]",0.1004,-4.209789276123047,0.04971599578857422
structured_finetune_0.3,0,2,18,4,32,NonCallBack,206.89964509010315,9602,"[7128, 704, 704, 704, 224]",0.765,0.20970797538757324,0.1940479278564453
structured_finetune_0.5,0,2,18,4,32,NonCallBack,202.70554280281067,7018,"[5184, 512, 512, 512, 160]",0.5647,1.159637212753296,
structured_finetune_0.8,0,2,18,4,32,NonCallBack,208.73522114753723,3142,"[2268, 224, 224, 224, 64]",0.2915,0.5962886810302734,0.03518486022949219
structured_finetune_0.9,0,2,18,4,32,NonCallBack,208.91255569458008,1430,"[972, 96, 96, 96, 32]",0.2093,-1.4858689308166504,0.008885860443115234
structured_finetune_0.95,0,2,18,4,32,NonCallBack,202.2936372756958,1010,"[648, 64, 64, 64, 32]",0.2084,-1.1560139656066895,0.007651090621948242
structured_nonfinetune_0.3,0,2,18,4,32,NonCallBack,1.8303959369659424,9602,"[7128, 704, 704, 704, 224]",0.5616,-18.056774139404297,29.361711025238037
structured_nonfinetune_0.5,0,2,18,4,32,NonCallBack,1.8226001262664795,7018,"[5184, 512, 512, 512, 160]",0.3338,-26.62363052368164,0.8653888702392578
structured_nonfinetune_0.8,0,2,18,4,32,NonCallBack,1.8892266750335693,3142,"[2268, 224, 224, 224, 64]",0.101,-3.3585519790649414,0.010229825973510742
structured_nonfinetune_0.9,0,2,18,4,32,NonCallBack,1.9104127883911133,1430,"[972, 96, 96, 96, 32]",0.0951,1.602839469909668,
structured_nonfinetune_0.95,0,2,18,4,32,NonCallBack,1.976839542388916,1010,"[648, 64, 64, 64, 32]",0.101,-12.0767822265625,0.011877059936523438
random_unstructured_finetune_0.3,0,2,18,4,32,NonCallBack,214.26188802719116,9766,"[7257, 716, 716, 716, 223]",0.9476,-26.797271728515625,1.2421739101409912
random_unstructured_finetune_0.5,0,2,18,4,32,NonCallBack,215.2249629497528,7019,"[5184, 512, 512, 512, 161]",0.9271,-12.082147598266602,0.7198441028594971
random_unstructured_finetune_0.8,0,2,18,4,32,NonCallBack,213.08044004440308,2891,"[2074, 205, 205, 205, 64]",0.4285,-5.950428485870361,0.4231419563293457
random_unstructured_finetune_0.9,0,2,18,4,32,NonCallBack,212.5197515487671,1513,"[1037, 102, 102, 102, 32]",0.1135,-10.190860748291016,0.04070281982421875
random_unstructured_finetune_0.95,0,2,18,4,32,NonCallBack,202.9728057384491,826,"[519, 51, 51, 51, 16]",0.1135,-6.616848945617676,0.010725975036621094
random_unstructured_nonfinetune_0.3,0,2,18,4,32,NonCallBack,1.929448127746582,9766,"[7257, 716, 716, 716, 223]",0.4058,-24.581146240234375,2.283559799194336
random_unstructured_nonfinetune_0.5,0,2,18,4,32,NonCallBack,1.9813435077667236,7019,"[5184, 512, 512, 512, 161]",0.267,-0.08632862567901611,121.79238986968994
random_unstructured_nonfinetune_0.8,0,2,18,4,32,NonCallBack,2.0022664070129395,2891,"[2074, 205, 205, 205, 64]",0.1135,-9.78815746307373,0.49977898597717285
random_unstructured_nonfinetune_0.9,0,2,18,4,32,NonCallBack,2.00152325630188,1513,"[1037, 102, 102, 102, 32]",0.153,-0.5469417572021484,0.06569695472717285
random_unstructured_nonfinetune_0.95,0,2,18,4,32,NonCallBack,1.9333531856536865,826,"[519, 51, 51, 51, 16]",0.101,-10.667665481567383,0.012365102767944336
random_structured_finetune_0.3,0,2,18,4,32,NonCallBack,203.3842453956604,9602,"[7128, 704, 704, 704, 224]",0.7653,-15.503561019897461,0.7146620750427246
random_structured_finetune_0.5,0,2,18,4,32,NonCallBack,203.01556754112244,7018,"[5184, 512, 512, 512, 160]",0.5521,0.07261228561401367,0.05387091636657715
random_structured_finetune_0.8,0,2,18,4,32,NonCallBack,212.35040998458862,3142,"[2268, 224, 224, 224, 64]",0.2932,-2.458526849746704,0.02161717414855957
random_structured_finetune_0.9,0,2,18,4,32,NonCallBack,212.78417563438416,1430,"[972, 96, 96, 96, 32]",0.1774,-0.03013467788696289,0.007896184921264648
random_structured_finetune_0.95,0,2,18,4,32,NonCallBack,204.4531285762787,1010,"[648, 64, 64, 64, 32]",0.1135,-0.5471017360687256,0.005745887756347656
random_structured_nonfinetune_0.3,0,2,18,4,32,NonCallBack,1.9855265617370605,9602,"[7128, 704, 704, 704, 224]",0.2256,-8.53038215637207,1.7183029651641846
random_structured_nonfinetune_0.5,0,2,18,4,32,NonCallBack,2.028601884841919,7018,"[5184, 512, 512, 512, 160]",0.1879,-5.771929740905762,31.485363006591797
random_structured_nonfinetune_0.8,0,2,18,4,32,NonCallBack,1.978395700454712,3142,"[2268, 224, 224, 224, 64]",0.101,-2.807445526123047,0.008804082870483398
random_structured_nonfinetune_0.9,0,2,18,4,32,NonCallBack,2.066206932067871,1430,"[972, 96, 96, 96, 32]",0.0987,-5.968573570251465,0.08288097381591797
random_structured_nonfinetune_0.95,0,2,18,4,32,NonCallBack,2.095518112182617,1010,"[648, 64, 64, 64, 32]",0.0982,5.253733158111572,
dense,0,2,18,4,64,NonCallBack,0,33930,"[20736, 4096, 4096, 4096, 640]",0.9634,5.337536811828613,
unstructured_finetune_0.3,0,2,18,4,64,NonCallBack,209.1152081489563,23830,"[14515, 2867, 2867, 2867, 448]",0.9754,-0.13005781173706055,155.68846702575684
unstructured_finetune_0.5,0,2,18,4,64,NonCallBack,209.32586932182312,17097,"[10368, 2048, 2048, 2048, 319]",0.975,3.0189712047576904,
unstructured_finetune_0.8,0,2,18,4,64,NonCallBack,212.04610061645508,7001,"[4147, 820, 820, 820, 128]",0.9687,-12.608987808227539,215.64767003059387
unstructured_finetune_0.9,0,2,18,4,64,NonCallBack,201.5507481098175,3631,"[2074, 409, 409, 409, 64]",0.9591,-8.643199920654297,1.7783739566802979
unstructured_finetune_0.95,0,2,18,4,64,NonCallBack,202.39983463287354,1949,"[1036, 205, 205, 205, 32]",0.9341,-2.810214042663574,0.6564059257507324
unstructured_nonfinetune_0.3,0,2,18,4,64,NonCallBack,1.8981537818908691,23830,"[14515, 2867, 2867, 2867, 448]",0.9642,0.24602460861206055,109.90906405448914
unstructured_nonfinetune_0.5,0,2,18,4,64,NonCallBack,1.9597055912017822,17097,"[10368, 2048, 2048, 2048, 319]",0.9426,-1.4197132587432861,262.1407639980316
unstructured_nonfinetune_0.8,0,2,18,4,64,NonCallBack,1.8725848197937012,7001,"[4147, 820, 820, 820, 128]",0.681,0.9801692962646484,261.46644115448
unstructured_nonfinetune_0.9,0,2,18,4,64,NonCallBack,1.963409185409546,3631,"[2074, 409, 409, 409, 64]",0.1189,-18.02864646911621,1.1041271686553955
unstructured_nonfinetune_0.95,0,2,18,4,64,NonCallBack,2.1497416496276855,1949,"[1036, 205, 205, 205, 32]",0.0892,-4.157082557678223,0.36507415771484375
structured_finetune_0.3,0,2,18,4,64,NonCallBack,209.08360981941223,23934,"[14580, 2880, 2880, 2880, 448]",0.7852,-2.7852911949157715,0.6001391410827637
structured_finetune_0.5,0,2,18,4,64,NonCallBack,210.7671730518341,17098,"[10368, 2048, 2048, 2048, 320]",0.5862,3.05334734916687,
structured_finetune_0.8,0,2,18,4,64,NonCallBack,208.2485749721527,6586,"[3888, 768, 768, 768, 128]",0.3022,4.976751327514648,
structured_finetune_0.9,0,2,18,4,64,NonCallBack,207.74159979820251,3426,"[1944, 384, 384, 384, 64]",0.2126,1.9946892261505127,
structured_finetune_0.95,0,2,18,4,64,NonCallBack,205.3738055229187,1878,"[972, 192, 192, 192, 64]",0.2105,2.162936210632324,
structured_nonfinetune_0.3,0,2,18,4,64,NonCallBack,1.8865580558776855,23934,"[14580, 2880, 2880, 2880, 448]",0.6353,-1.5796246528625488,0.10495114326477051
structured_nonfinetune_0.5,0,2,18,4,64,NonCallBack,1.8752586841583252,17098,"[10368, 2048, 2048, 2048, 320]",0.3339,-5.578343391418457,0.03601503372192383
structured_nonfinetune_0.8,0,2,18,4,64,NonCallBack,1.8342599868774414,6586,"[3888, 768, 768, 768, 128]",0.0892,0.025875091552734375,0.01346898078918457
structured_nonfinetune_0.9,0,2,18,4,64,NonCallBack,1.8558158874511719,3426,"[1944, 384, 384, 384, 64]",0.0892,0.8585488796234131,0.010047197341918945
structured_nonfinetune_0.95,0,2,18,4,64,NonCallBack,1.899763822555542,1878,"[972, 192, 192, 192, 64]",0.0892,4.129976749420166,
random_unstructured_finetune_0.3,0,2,18,4,64,NonCallBack,203.59769654273987,23830,"[14515, 2867, 2867, 2867, 448]",0.9655,0.4089529514312744,112.9200930595398
random_unstructured_finetune_0.5,0,2,18,4,64,NonCallBack,204.01150059700012,17097,"[10368, 2048, 2048, 2048, 319]",0.9495,5.546481132507324,
random_unstructured_finetune_0.8,0,2,18,4,64,NonCallBack,203.25505542755127,7001,"[4147, 820, 820, 820, 128]",0.369,-11.290833473205566,1.1422791481018066
random_unstructured_finetune_0.9,0,2,18,4,64,NonCallBack,206.719970703125,3631,"[2074, 409, 409, 409, 64]",0.1135,-3.7842860221862793,0.8500030040740967
random_unstructured_finetune_0.95,0,2,18,4,64,NonCallBack,199.6480357646942,1949,"[1036, 205, 205, 205, 32]",0.1135,0.9639101028442383,0.07332396507263184
random_unstructured_nonfinetune_0.3,0,2,18,4,64,NonCallBack,2.0479238033294678,23830,"[14515, 2867, 2867, 2867, 448]",0.6928,-7.267636299133301,156.72372698783875
